team,conf,seed,barthag,adj_o,adj_d,adj_t,wab,year,barthag_z,adj_o_z,adj_d_z,adj_t_z,wab_z
South Carolina,SEC,7,0.908291,108.662,89.0197,69.5931,1.6628717743686,2017,0.94466380066969,-1.0963063712984986,-2.0668479351051343,1.160222236310835,-0.8604751071832079
Butler,BE,4,0.90384,117.717,96.8774,67.2365,5.5299683549655,2017,-0.25056916584788314,0.7569529181480665,1.0864418954748096,0.043561027452509615,0.4762015854013117
Florida St.,ACC,3,0.901418,115.387,95.1875,72.7878,5.9061486457768,2017,-0.6939774364923075,0.008212355173509283,0.5586058307987397,1.937269530250798,-0.09826976213704182
Creighton,BE,6,0.893082,114.473,95.1798,72.6996,4.2845883167698,2017,0.2343443866513679,0.4521674935772663,0.3540208446950517,2.1668564309090934,0.7385646284944007
Vanderbilt,SEC,9,0.889787,112.497,93.8142,67.0339,0.11906199382632,2017,0.8547014323574068,0.43064231782152,-0.2661435034456902,0.017475470015860486,-1.2469182438768585
Marquette,BE,10,0.888065,121.835,101.755,71.5214,0.61492400884519,2017,0.8929944547083162,2.2163145295810667,1.6749354411748054,1.518970470740593,-0.7463442399668548
Wake Forest,ACC,11,0.883119,122.351,102.621,72.0154,1.2863897926199,2017,0.9693136509655585,2.7202449792320977,1.8630447092072036,1.8329271161117011,0.6449475563083453
Kansas St.,B12,11,0.881822,112.233,94.2369,67.1889,1.6592454695575,2017,0.9438763035421492,0.2647654377585239,-0.5627422372344246,0.08795345466006241,0.9649637903962599
Miami FL,ACC,8,0.880419,110.805,93.1463,64.6379,2.9021060293239,2017,0.36477770594289743,-0.3340798780235741,-0.5081663224728677,-1.001871560447925,0.5437392479430337
Rhode Island,A10,11,0.871672,111.121,94.0687,67.7442,0.41007887471907,2017,0.7448099378153906,-0.005099481209516972,-0.611407850048141,0.28871671462154597,-0.10717648841601483
Xavier,BE,11,0.871313,115.573,97.8647,68.4062,1.6092394477672,2017,0.7377690683281093,1.0753309317812274,0.4868957542376397,0.5280563114061666,0.9220443988866915
Minnesota,B10,5,0.866489,109.346,92.9338,70.9018,3.6771079005419,2017,-1.4722645113435802,-0.8751037732869457,8.475554270707501e-4,1.4743137779444082,-0.4041466355442984
Michigan St.,B10,9,0.866095,111.592,94.8705,68.121,0.38170635101802,2017,0.21313647818947112,0.17057872671750485,0.07750779681307272,0.43317751496647855,-1.0270577379441859
Northwestern,B10,8,0.856385,111.2,95.2075,66.9002,1.9652433890272,2017,-0.3928545035888565,-0.23189104322331774,0.10017527522007116,-0.2189659131682471,-0.14993027409320128
Maryland,B10,6,0.844764,113.411,97.8766,68.5753,3.6541594172817,2017,-1.0940105053574665,0.17220448863388255,1.22024502189779,0.5977662891748823,0.21387277744525124
Virginia Tech,ACC,9,0.840113,118.371,102.469,70.0144,3.3320510131341,2017,-0.4904402835525194,2.118613073782826,2.549565360967373,1.1572049750984863,1.4426860518115976
Middle Tennessee,CUSA,12,0.833938,111.152,96.5987,65.7858,2.0263626638079,2017,0.6266933194524467,0.4870367383543077,-0.09351001405282643,-0.18783304839832632,1.097282135903715
Arkansas,SEC,8,0.833861,114.851,99.8186,70.9662,3.8945055078332,2017,-1.1028864536385035,0.7126442374241234,1.4610931585510998,1.1881394052418566,1.27852921855019
Dayton,A10,7,0.833318,111.578,97.0071,69.6004,1.4787684311341,2017,-0.9297762204575204,-0.3183817477803114,0.6276121193526913,1.1630025253572727,-1.0149822735821024
Providence,BE,11,0.827781,108.299,94.4785,67.6383,0.60592912851099,2017,-0.11600009746669489,-0.6899545183748066,-0.4928396685317282,0.25042960993953245,0.060918741294385
Seton Hall,BE,9,0.817799,108.948,95.6124,68.8779,2.6525144233751,2017,-1.0946898356082029,-0.5892092676239499,0.3188737910021951,0.7226125971329083,0.8738436063783248
Nevada,MWC,12,0.802134,113.722,100.689,71.0109,1.6681317783596,2017,0.13209518328225944,1.197924442566119,0.989946954386494,1.4720177935407153,0.8494353754043454
Princeton,Ivy,12,0.798904,107.59,95.4281,64.199700000000007,-0.43329606328046,2017,0.08186401802538168,-0.4982480874832321,-0.403583780587081,-0.691687409156874,-0.604465179043626
VCU,A10,10,0.798845,108.099,95.8827,70.1195,1.3350130457543,2017,-1.3781265569656589,-0.7294662587595109,0.13101906408789937,1.013743819597765,-0.01742775397564533
USC,P12,11,0.796562,113.269,100.592,70.0591,1.2876798233978,2017,-0.7282811685626238,0.5161863514733516,1.2759904381071379,1.1256460689972618,0.6460547696805321
UNC Wilmington,CAA,12,0.788075,117.724,105.019,71.4566,1.5222638288622,2017,-0.08654257286214681,2.304917669124751,2.1368967315036427,1.6136027431593272,0.748514711630831
Vermont,AE,13,0.786354,109.994,98.2106,65.8385,0.71126460081698,2017,0.8802528055655406,0.7382014747863113,-0.052030553409978475,-0.4667974954326203,1.3443383574412469
East Tennessee St.,SC,13,0.759475,107.337,97.1238,71.4792,-0.72081566030455,2017,0.5214119528400523,0.05764259437076502,-0.3405125851216518,1.313079927776493,0.5151942928567573
Bucknell,Pat,13,0.735222,108.272,99.0714,71.368,-2.0780533018969,2017,0.19762880610277556,0.29713169982373383,0.17646165573375402,1.2779916640041116,-0.270617484114204
New Mexico St.,WAC,14,0.678263,109.36,102.493,69.1109,-0.25133907415943,2017,0.19753127328030265,0.6947470193462146,0.6671823857604829,0.3239368807130413,1.2497277662397275
Florida Gulf Coast,ASun,14,0.616911,107.757,103.383,67.1611,-1.7330250250203,2017,-0.5737995676205014,0.31370753273570107,0.9198549409825378,-0.24982017860093755,0.4961812855602368
Winthrop,BSth,13,0.610601,105.348,101.307,72.2761,-1.7630025642468,2017,-1.4660903020300842,-0.45181604813827764,0.7698831041093709,1.5645353000805207,-0.08820979632094439
Iona,MAAC,14,0.587937,109.318,105.991,71.7291,-5.7685853431828,2017,-0.9380670696458612,0.684763452011441,1.6602706983073916,1.0943803788645765,-1.556198487329103
Troy,SB,15,0.559615,108.814,106.571,69.3557,-8.0900128124062,2017,-0.0798569569539147,1.2921416762032112,1.4813443066460643,0.6647727507218937,-2.2117444433033726
Northern Kentucky,Horz,15,0.536979,105.497,104.147,69.2772,-4.9458787732327,2017,-0.35569808458755964,0.3887108499866311,0.7569846881044522,0.6386475460401664,-0.23319556690032914
Kent St.,MAC,14,0.532241,104.099,102.936,69.531,-7.2006505360163,2017,-1.6382894342763747,-0.5558136413262229,0.7929508598766327,0.44755742672689186,-2.2845091563587303
North Dakota,BSky,15,0.511213,103.089,102.687,72.5011,-5.3369786003875,2017,-0.66968123066498,-0.2671412541826576,0.3206954789168438,1.7115780858288896,-0.47930788715686823
Jacksonville St.,OVC,15,0.505443,104.361,104.163,65.0301,-8.0514514303398,2017,-0.7399941528440818,0.07930553838517397,0.7617659397119849,-0.7748092285299734,-2.187478436126375
North Carolina Central,MEAC,16,0.504348,101.449,101.295,68.0358,-5.0806072682113,2017,0.8198807534025699,0.17224268196766346,-0.6182176713735713,0.12537653478593674,0.9907257256281522
South Dakota St.,Sum,16,0.461169,108.216,109.69,68.4731,-9.7945538352968,2017,0.4438752981134219,1.617258327268853,1.2308854888555465,0.2825722599379291,-0.6698766112682305
New Orleans,Slnd,16,0.453794,99.6284,101.247,67.6501,-6.2989879932363,2017,0.379653332973945,-0.21652567680806373,-0.6287902683588008,-0.013270598054498654,0.5615214802230245
Mount St. Mary's,NEC,16,0.415509,98.863,101.841,68.2829,-7.9151693951519,2017,0.046265138348200764,-0.3799681143599376,-0.49795438066659287,0.21420128595231483,-0.007817729433918499
UC Davis,BW,16,0.403294,97.3898,100.765,70.3049,-7.4911121048985,2017,-0.060103852048912484,-0.6945531666220511,-0.7349567630854755,0.9410472869981048,0.14156676552189204
Texas Southern,SWAC,16,0.343685,100.64,106.464,70.0016,-4.4086908257235,2017,-0.5791827835742096,-5.100381518369848e-4,0.5203188664732791,0.832020386841234,1.2274246357059988
Villanova,BE,1,0.972517,128.354,94.1301,69.611,10.587683226661,2018,0.9096254776277773,2.352949530700602,1.2729418448217364,0.43754673794266224,0.7794955898484516
Virginia,ACC,1,0.961243,114.625,86.7002,60.4812,11.256649776364,2018,0.1709056727847514,-1.2526764090548708,-1.2237664465843023,-1.9575046587623213,1.1990108197085991
Duke,ACC,2,0.959228,122.318,92.9449,70.929,6.6362325488824,2018,1.2700629379532087,1.2266057430646808,0.20282005332924852,1.0660905933871716,-0.8331759453704957
Purdue,B10,2,0.948403,123.229,95.6683,68.7143,7.6367558096272,2018,0.5538471090792018,1.4557822338746043,0.9378383612326964,0.38617551432302133,-0.005935053675597645
Cincinnati,Amer,2,0.941744,111.648,87.6508,66.1872,5.9407583849375,2018,0.11326685924345098,-1.457601893534529,-1.226004366099277,-0.38964667211442017,-1.408199725531553
Kansas,B12,1,0.938486,122.113,96.3506,69.9025,8.1868073423248,2018,-1.320228494220098,0.7138853971137469,2.0191081136903763,0.5140169215326095,-0.7261163109710315
Michigan,B10,3,0.937454,114.421,90.4208,65.887,6.8880461325386,2018,0.7123652091794125,-0.21235673929201046,-0.6436591799444321,-0.5156019380127076,0.6532179297093323
West Virginia,B12,5,0.935294,120.856,95.8073,71.1591,4.5994862715205,2018,1.216729625812935,1.659237679399483,0.7789467629953681,1.5638387626393484,0.4466221800963691
Michigan St.,B10,3,0.934694,118.883,94.3238,68.0438,7.9690498737737,2018,0.6046533182355249,0.8064624113344417,0.340761978704236,0.2510270300418275,1.4805558314053089
North Carolina,ACC,2,0.924209,120.694,97.1039,72.6018,7.1211639296963,2018,-1.0469035388448442,0.8180628000621407,1.3252923829798455,1.5796418392708143,-0.43223067641522456
Tennessee,SEC,3,0.922514,114.168,92.0455,67.1206,6.3939458893744,2018,0.12931606037445043,-0.27012483546155175,-0.23387464075496428,-0.07712201637320953,0.2750621076583556
Xavier,BE,1,0.921075,120.917,97.6559,71.6775,8.7792243124825,2018,-2.461070300333453,0.39978177529514874,2.4577349233072363,0.979658691248411,-0.354606044098797
Gonzaga,WCC,4,0.919224,117.23,94.8858,70.5471,4.8572616285805,2018,0.22405219622357092,0.6425868736787013,0.5449230505538377,0.9372686932057703,-0.04666021159211491
Texas Tech,B12,3,0.916972,112.694,91.452,67.5636,4.694933534904,2018,-0.08696629455707891,-0.6066867870580103,-0.3835681989558327,0.08034118505861387,-1.0252639344116277
Ohio St.,B10,5,0.915353,115.965,94.2796,68.1579,4.5132752523262,2018,0.43740788917987017,0.5823077015463718,0.36526931061948936,0.5196009699209139,0.36710421978546853
Florida,SEC,6,0.913213,115.174,93.8589,68.4779,1.4045127784773,2018,0.78778435376569,0.6369641663317999,-0.07025812136364534,0.5607104542926231,-1.658457726564358
Houston,Amer,6,0.909718,114.822,93.9246,69.4377,2.4185440370769,2018,0.6917000715609029,0.5441704019814492,-0.049154988598066315,0.925866412403453,-0.814502224955305
Butler,BE,10,0.906785,116.103,95.2641,69.0718,1.6834145448463,2018,1.3695174914549733,0.987047240794797,-0.031620220496669176,0.6361662731234481,0.3352447398624531
Kentucky,SEC,5,0.900045,115.761,95.6238,69.9874,4.3111151903113,2018,-0.16084982830565997,0.5373897470417627,0.7292578106415213,1.1561573612904905,0.18063900990876086
Clemson,ACC,5,0.898378,112.531,93.1044,67.2293,3.9535907937275,2018,-0.22599848358710523,-0.17381119928118652,0.047043387969665694,0.19650380401449563,-0.14912870474562043
Seton Hall,BE,8,0.890239,117.781,98.1804,70.6776,2.4634997825615,2018,0.6743370093298435,1.4706525563222368,0.977595581731494,1.0882646893310943,0.21898749409208815
Creighton,BE,8,0.883643,116.234,97.4472,72.2541,2.0324694897219,2018,0.4664089884397926,1.0704345121804664,0.7611992788843809,1.6338381114839524,-0.10015489066828022
TCU,B12,6,0.880352,119.49,100.452,69.9584,2.203801340108,2018,-0.11562783436921363,1.77474225421847,2.0474749781303387,1.1239667535040005,-0.9932277612741324
Auburn,SEC,4,0.867159,114.03,96.8653,73.7967,4.2649923210966,2018,-1.3822375344219155,-0.10889432201323526,1.083151888433467,1.8145092026698562,-0.5070019656863836
Wichita St.,Amer,4,0.867121,120.936,102.735,70.0588,3.3679496303891,2018,-1.383409896080698,1.5128960334394252,2.6791315851761057,0.8054504568778196,-1.2042290556600757
Texas A&M,SEC,7,0.863999,111.209,94.6928,70.2512,1.9333397348821,2018,-0.16270415066967817,-0.4168228266823043,-0.15309110122368144,1.4108671981552134,-0.6334871696127297
Florida St.,ACC,9,0.863119,113.168,96.4234,72.5384,0.95483922595425,2018,0.13254820773515072,0.6234629472478135,0.5827204297505215,2.122370977725078,-0.5472862126867276
Miami FL,ACC,6,0.862343,113.277,96.5712,68.1969,2.6784540862625,2018,-0.6107299340046938,0.13687958970505618,0.8009447249085995,0.4538039902072457,-0.5981849131629667
Kansas St.,B12,9,0.858355,109.559,93.6715,66.4537,2.551841023567,2018,0.003541984467548419,-0.41363042324322713,-0.31256879980744995,-0.20439034405860584,0.7895695528542442
Virginia Tech,ACC,8,0.85785,115.24,98.5644,70.2209,1.343053615485,2018,-0.34667279488601643,0.8132808367590594,1.090929160964023,0.9302162390315639,-0.6106104893829982
Texas,B12,10,0.854718,109.338,93.7233,66.6198,1.3657386526657,2018,0.0441368849224822,-0.463754086602118,-0.43671981585377173,-0.24750285349201354,0.013674512927262539
Arizona,P12,4,0.852757,116.976,100.407,68.3056,3.8157585093272,2018,-1.826562603100612,0.5829380537706528,2.046145106477557,0.3321681879239666,-0.8561692757178962
San Diego St.,MWC,11,0.848646,110.244,94.8962,70.0275,-1.5430573182851,2018,0.2932136681381154,-0.21793359446038807,-0.3719857656049191,1.1142213994226493,-1.7835229350616542
Arkansas,SEC,7,0.848302,116.657,100.44,71.0545,2.8008392137229,2018,-0.5551532324942519,1.0365836715780123,1.7856625388819858,1.7168132517178845,0.09455439646292862
Nevada,MWC,7,0.846196,118.877,102.496,70.6993,2.4852244627819,2018,-0.6078064634506496,1.6288308129395956,2.4792311434298093,1.581531242225213,-0.1703226013408164
Loyola Chicago,MVC,11,0.844424,110.529,95.4104,66.3959,1.9605950281199,2018,0.21040990497571277,-0.1487685747608466,-0.22321134165240267,-0.19874790523451166,1.2236074341440633
Missouri,SEC,8,0.842016,110.998,95.9673,66.7981,0.43821273213056,2018,-0.845813529084477,-0.28414963722243625,0.32442228954526725,-0.2542992759350109,-1.280570541239204
Oklahoma,B12,10,0.835046,114.568,99.498,76.7294,1.0933161782494,2018,-0.45661958830830135,0.65785580878382,1.081536046885492,3.395866397091868,-0.2620875422887282
Syracuse,ACC,11,0.834356,105.979,92.0794,63.974,-0.4335623964442,2018,0.012951760134629045,-1.2529820471570472,-1.186975647731415,-1.0743620584862943,-0.8312606829661584
Davidson,A10,12,0.82303,116.973,102.339,65.5329,-2.8760922806162,2018,0.4570581644611132,2.0971835578939824,1.4270063382764009,-0.2681714683187828,-2.2945459443274845
North Carolina St.,ACC,9,0.820984,115.64,101.296,72.7696,0.87337772493654,2018,-1.008441972235551,1.3338244911252977,2.1679474728640673,2.2107807953983225,-0.6154779188375523
Arizona St.,P12,11,0.808916,115.713,102.067,72.7087,-1.1956270285322,2018,-0.4859889634209123,1.1093067309318798,1.7027548786554845,2.0835829204180123,-1.4853289157349665
Alabama,SEC,9,0.807446,107.908,95.2617,69.8905,-1.1223699617296,2018,-1.3750427805052425,-0.8880668750804951,0.20477882650276916,1.1098261843990305,-2.2861252565380727
UCLA,P12,11,0.802926,113.669,100.599,71.4743,-0.030404553273287,2018,-0.6034675378744367,0.6132600633323563,1.2780157608758433,1.6372977266552662,-0.485236570434935
Providence,BE,10,0.802675,108.351,95.9056,68.2903,1.9115437408131,2018,-1.2806327946398202,-0.6754231051003807,0.1370398200157813,0.354523768045969,0.5661705328586721
South Dakota St.,Sum,12,0.798874,113.231,100.433,71.5458,0.62747166070813,2018,0.08139747469482285,1.0621089317614498,0.9221365287647912,1.641938793206402,0.12944095443744266
Rhode Island,A10,7,0.798831,109.691,97.2959,69.6124,1.6004213497914,2018,-1.7920041292862219,-0.8217918179376575,0.7250355692522137,1.167572863515809,-0.912886095339684
New Mexico St.,WAC,12,0.792652,106.803,95.0473,69.4187,1.3259311844182,2018,-0.015363612063159974,-0.7159401587729992,-0.5044517886993677,0.966225653574907,0.6126793834043859
Buffalo,MAC,13,0.776123,114.475,102.745,73.8078,-1.3393907190827,2018,0.7436665946114698,1.885956214395669,1.1515882583248551,2.0478508901897974,0.1570524677021826
St. Bonaventure,A10,11,0.748486,109.647,99.7268,70.3939,1.3991047985668,2018,-1.6711693063635749,-0.3628161094099542,1.02566054389532,1.246689720059939,0.7416890945479803
Murray St.,OVC,12,0.744873,110.63,100.788,67.8399,-0.41071318060193,2018,-0.7583960717561365,0.34264631749883284,1.0161705174198894,0.464690274490611,-0.5888409139621642
UNC Greensboro,SC,13,0.720733,103.389,95.2073,66.2169,-1.5843938679824,2018,0.004197312552433906,-0.9535905482263691,-0.8492315893316476,-0.3473964251856073,0.015200846511897268
Montana,BSky,14,0.718357,106.721,98.3758,69.094,-1.1152505842437,2018,0.7016018616079353,0.0674462051446256,-0.5016978888015878,0.3189638094737295,0.8103651080028239
Georgia St.,SB,15,0.689358,108.789,101.503,67.6886,-5.0740964283124,2018,1.5011845443083238,1.2853325804373363,-0.03311714004077568,0.10995327651928642,-0.31388070762023934
Stephen F. Austin,Slnd,14,0.68318,103.781,97.0728,72.0517,-1.8524279169907,2018,0.2593488789770901,-0.631403508289506,-0.8716218657165729,1.1893101292670212,0.43545611706216747
Bucknell,Pat,14,0.675984,108.012,101.321,72.8614,-3.0345949734239,2018,0.16887918392033277,0.3743220486968237,0.3344495377602049,1.4275761518983336,-0.1657629364308478
Penn,Ivy,16,0.664433,103.564,97.5911,70.1021,-3.3288932898592,2018,2.2139110299250286,0.6238768019339721,-1.4340477124900266,0.86814700558757385,1.607809581931608
Marshall,CUSA,13,0.663289,108.758,102.531,75.9139,-2.5138347189929,2018,-0.7626933434973797,0.4216148070431351,1.0947837360702564,2.7124137708643064,-0.5229256718957986
College of Charleston,CAA,13,0.568473,106.796,104.267,65.9645,-2.1342174357327,2018,-2.028508823687116,-0.08092810728704787,1.5555905147337303,-0.4270392109423342,-0.3031353251017006
Wright St.,Horz,14,0.563822,99.4003,97.2062,69.301,-3.5260580620842,2018,-1.241246154733925,-1.67271335170478,-0.8337493726080102,0.3798765755410176,-0.4157081293569677
Lipscomb,ASun,15,0.537476,103.183,101.845,75.8684,-3.1673633679606,2018,-0.34964166824041737,-0.2415390541029572,0.0690821130702933,2.832232884870599,0.8859932504096428
Iona,MAAC,15,0.533342,108.84,107.583,71.4767,-7.2863005047294,2018,-0.4000183788623241,1.2992231357997264,1.783758470822679,1.3706524848612516,-1.7059822641173852
UMBC,AE,16,0.496321,102.088,102.219,69.3278,-4.8628691507318,2018,0.7499811311416099,0.30869384161705826,-0.4146951794079142,0.5898102802612875,1.0674292736154236
Cal St. Fullerton,BW,15,0.475975,101.63,102.484,70.7395,-5.4818755547946,2018,-1.0990896798412655,-0.6645200830792497,0.2600333491462374,1.1253085244616632,-0.5704890209013291
Radford,BSth,16,0.455909,101.27,102.84,64.1617,-6.5278894886514,2018,0.39807088636648674,0.13401927417855217,-0.2779122059115116,-1.2672417108379435,0.4808853608279745
LIU Brooklyn,NEC,16,0.293746,101.854,109.928,72.7853,-13.151567964908,2018,-1.0140547452149322,0.2587258113229145,1.2833079489073071,1.832673805788399,-1.852466492017175
Texas Southern,SWAC,16,0.292952,104.098,112.387,72.63,-10.883642359651,2018,-1.0209689472923213,0.7379064095283041,1.8249332819631032,1.7768482944321085,-1.0535345341767184
North Carolina Central,MEAC,16,0.152239,94.992,110.29,66.3778,-12.015087103361,2018,-2.2463066260273976,-1.2065760001233337,1.3630429511709112,-0.4706228073178799,-1.4521134655954533
Gonzaga,WCC,1,0.973168,124.361,91.007,70.4867,7.148948273697,2019,0.9522817303289358,1.304274144478472,0.22347016083000296,0.6672720887821704,-1.3769675171055271
Virginia,ACC,1,0.971389,123.773,91.0974,59.1996,11.092449700119,2019,0.8357141826248551,1.1498486180325367,0.25384774727707177,-2.293711133166702,1.0960394039336883
Texas Tech,B12,3,0.967037,115.935,86.4195,65.9641,7.0080852554717,2019,1.8668727706986314,0.1333385081415279,-1.6528737282664692,-0.4881969429102383,0.7450889494852924
Michigan,B10,2,0.963448,115.323,86.7673,64.4418,9.1827943773572,2019,1.5492713257452009,-0.5330973888951582,-1.4644521427874957,-0.9254861894298878,1.2723423972770231
Duke,ACC,1,0.961792,119.642,90.3779,72.1505,11.215887534595,2019,0.20687845732074903,0.06493050621595553,0.0120703861192318,1.1037423853754953,1.1734484336178013
Michigan St.,B10,2,0.956126,120.609,92.2582,67.1359,10.639943893594,2019,1.0648249239885776,0.7966797026759219,0.017486620107063252,-0.09839483867957176,2.477125646641158
North Carolina,ACC,1,0.955091,120.822,92.6172,74.5048,9.9797892908825,2019,-0.23219919145103407,0.37483207289317005,0.7645541176560681,1.7213538887230564,0.398279571929577
Kentucky,SEC,2,0.953349,118.256,90.9652,65.3727,8.7627516350837,2019,0.8810899256714282,0.20474525385512296,-0.3314810938237451,-0.6396989735086293,0.9250475903480616
Purdue,B10,3,0.950147,123.492,95.5713,65.5379,6.1044911002742,2019,1.2077228293789657,1.8588464241621734,0.6554085058408489,-0.6396886278995042,0.05353011039033777
Tennessee,SEC,2,0.944747,123.523,96.5014,67.3328,9.8245661961048,2019,0.3119547238262345,1.5297425942457532,1.1626836841064438,-0.03794634494781109,1.8029646350950772
Houston,Amer,3,0.941108,116.59,91.6225,65.7543,7.9308667885302,2019,0.8549663865377314,0.28289622747373966,-0.34056440506661884,-0.5627698089607956,1.4513327006976002
Auburn,SEC,5,0.937559,122.02,96.4108,67.8261,6.1200167698076,2019,1.3052489444766906,1.9155342433375377,0.9423651975760072,0.4041544486547609,1.8491051218860381
Virginia Tech,ACC,4,0.931551,118.63,94.5368,63.6316,5.0072142633024,2019,0.6043601480082029,0.9713598967939212,0.4500294590307296,-0.9295939185614887,0.069890583842803
Kansas St.,B12,4,0.909779,108.776,88.9736,63.4168,6.5548439299081,2019,-0.06734137922916454,-1.3427325101899337,-1.062612456044768,-0.9875799049699335,1.2727868785034262
Florida St.,ACC,4,0.909501,112.503,92.0493,68.5087,7.6699681669016,2019,-0.075918130311839,-0.46749175508248114,-0.22632529430373613,0.3869957197654736,2.1395180104464324
Iowa St.,B12,6,0.90617,119.126,97.8065,67.601,4.2895393790148,2019,0.5941587172654574,1.678785066083452,1.1977285895253824,0.2270938053372276,0.7426852866940775
Kansas,B12,4,0.903004,113.732,93.676,69.9631,8.3299642138761,2019,-0.27636112234110394,-0.17887600836204723,0.2159767267009579,0.779615918240535,2.652500422535689
LSU,SEC,3,0.902039,118.691,97.8534,69.7139,7.3386026026894,2019,-0.6697422610299334,0.7626225913164516,1.2310035676271982,0.8446597449657285,0.9980478598853456
Wisconsin,B10,5,0.902001,108.965,89.8386,63.4438,6.2317569458078,2019,-0.08440665510199268,-0.9589946589058449,-0.8372845716880866,-1.1206233998824886,1.9521702632491327
Louisville,ACC,7,0.896273,113.707,94.2646,67.089,2.3132935445612,2019,0.644195363046722,0.2495885963452768,-0.297539581995754,0.20650692107831886,-0.31461416348156507
UCF,Amer,9,0.893711,113.589,94.3902,64.8596,2.1676174135329,2019,0.9609609663838714,0.7444428056508944,-0.07875057629521799,-0.8139668594258985,0.46793463102831034
Mississippi St.,SEC,5,0.891594,117.685,97.9823,67.5351,4.5503387347485,2019,-0.4911265444325355,0.9610277101146305,1.3679030102412526,0.3029038829873407,0.4012902501999551
Florida,SEC,10,0.887633,111.134,92.8529,62.757,0.64131163852881,2019,0.8819977692449321,-0.07858938830132442,-0.665561124134416,-1.639606076285736,-0.7196331288170689
Wofford,SC,7,0.88594,117.308,98.155,65.6063,4.1777986278301,2019,0.3858545104957031,1.2102561441124255,1.0148433455980477,-0.3581964445601307,1.2501558840958662
Cincinnati,Amer,7,0.882217,113.15,94.9752,63.5228,5.907425856841,2019,0.29277379879073645,0.1009932550216755,-0.05782661974298953,-1.1517214073359578,2.701730838606343
VCU,A10,8,0.881224,105.572,88.6883,68.2103,1.3618859110778,2019,0.39015400321647253,-1.6878879096938202,-1.8238983438755076,0.23441546352852702,-0.596666727596782
Maryland,B10,6,0.880105,112.399,94.5109,66.1952,4.1757741498617,2019,-0.12241834015020991,-0.09457758387337274,0.1391671840116836,-0.30774287512974857,0.6480010348810024
Buffalo,MAC,6,0.87906,114.536,96.3907,73.4364,5.7480550016327,2019,-0.15114740306981186,0.46877546844678974,0.7429673205830646,2.44717202784185,1.956575167752637
Oklahoma,B12,9,0.870013,111.252,94.3006,68.7914,2.5313672995851,2019,0.31923353586421466,0.0728752781259403,-0.10790058718528857,0.6895353945864736,0.7724309272195009
Oregon,P12,12,0.864287,108.971,92.767,63.8551,-0.97287824758286,2019,1.0986641040905134,-0.11624967521999693,-1.1084678572352196,-0.8011560509306589,-0.9777822263305052
Saint Mary's,WCC,11,0.860562,114.117,97.4133,62.5597,-0.60643338243744,2019,0.5269156202563483,0.7219826206144456,0.35629136883864226,-1.5856883299855278,-0.9796331641765751
Nevada,MWC,7,0.85985,113.521,96.9544,69.3074,4.1176076771008,2019,-0.26643551592992815,0.19996788990687575,0.609834363778926,1.0514101019863535,1.1996411401664528
Syracuse,ACC,8,0.855093,111.272,95.3563,65.8138,0.5098624278218,2019,-0.43358267262917416,-0.21326421763947265,0.14409203717267863,-0.594932272715894,-1.2275198505334204
Marquette,BE,5,0.84653,112.576,97.0414,68.9488,2.8049256731209,2019,-2.252289712760726,-0.16390282696399647,1.1131218916050905,0.7947867856816158,-1.2086163238984926
Villanova,BE,6,0.838331,115.51,100.106,63.5444,3.7289592868781,2019,-1.2708660668519964,0.7255400323025877,1.9363382363207307,-1.316239868003457,0.2761270333472859
Mississippi,SEC,8,0.835125,114.034,99.0298,68.1598,0.95056870204038,2019,-1.0630409384163944,0.5012815082296689,1.2282870978776106,0.2169391185753274,-0.9012131995405307
Baylor,B12,9,0.831617,115.357,100.398,65.0581,0.94571096454172,2019,-0.7205067975914666,1.2525007383270252,1.875796694077387,-0.7380613715014238,-0.5549275120997574
Utah St.,MWC,8,0.831326,112.374,97.82,68.1151,2.2441935071318,2019,-1.1827981475372702,0.07182969615769838,0.8712272953892938,0.20146995779496835,0.05660928333465068
Iowa,B10,10,0.828992,116.824,101.84,69.3865,3.187248829218,2019,-0.6107259165382303,1.1416707082084232,1.6972832251865895,0.7495800880279699,1.8575142730614207
Ohio St.,B10,11,0.8227,108.596,95.0282,65.652,0.85308964999341,2019,-0.21565095502902606,-0.6178772873194948,-0.3337939648236417,-0.4676976424672619,0.2730527765051356
Minnesota,B10,10,0.817844,111.114,97.5113,67.3031,2.6836111649687,2019,-0.8945014941905653,-0.08287852748061969,0.559202605753643,-0.0012503599290658574,1.3477026003088508
New Mexico St.,WAC,12,0.815022,112.853,99.1992,65.5869,1.6303222045711,2019,0.3325221980905034,0.9575503511419692,0.5953220634051756,-0.25101735730373786,0.8232763233516045
Belmont,OVC,11,0.812663,115.917,102.03,70.9797,1.371415865651,2019,-0.4125011139255255,1.158814323979975,1.6920496011637656,1.458479955401979,0.7179241136567007
Washington,P12,9,0.803967,106.525,94.2225,65.8273,3.2894744617713,2019,-1.4692519851122934,-1.2854900203808832,-0.1333092462312143,-0.4439228258515141,1.4070450724142707
Murray St.,OVC,12,0.784363,111.46,99.6215,68.7248,1.347399621766,2019,-0.14426953429667416,0.5722326188590677,0.7071827772334809,0.7457953270315878,0.6275326047925339
Temple,Amer,11,0.780691,110.27,98.7432,68.6525,1.9609789760343,2019,-1.0395503597399027,-0.21162380318955354,0.7410737617099956,0.6171036568563992,1.2239369706732137
